128035
128035
Sensor initialized!
data_begin
time_ms , raw_val , point_flow , avg_flow
569008 , 238 , 0.00 , 0.00
569037 , 238 , 0.00 , 0.00
569066 , 238 , 0.00 , 0.00
569096 , 238 , 0.00 , 0.00
569124 , 238 , 0.00 , 0.00
569154 , 238 , 0.00 , 0.00
569183 , 238 , 0.00 , 0.00
569211 , 238 , 0.00 , 0.00
569241 , 238 , 0.00 , 0.00
569270 , 238 , 0.00 , 0.00
569299 , 238 , 0.00 , 0.00
569328 , 238 , 0.00 , 0.00
569358 , 238 , 0.00 , 0.00
569387 , 238 , 0.00 , 0.00
569415 , 238 , 0.00 , 0.00
569445 , 238 , 0.00 , 0.00
569474 , 238 , 0.00 , 0.00
569503 , 238 , 0.00 , 0.00
569532 , 238 , 0.00 , 0.00
569562 , 238 , 0.00 , 0.00
569590 , 238 , 0.00 , 0.00
569620 , 238 , 0.00 , 0.00
569649 , 238 , 0.03 , 0.00
569677 , 238 , 0.00 , 0.00
569707 , 238 , 0.00 , 0.00
569736 , 238 , 0.00 , 0.00
569765 , 238 , 0.00 , 0.00
569794 , 238 , 0.00 , 0.00
569824 , 238 , 0.00 , 0.00
569852 , 238 , 0.00 , 0.00
569881 , 238 , 0.00 , 0.00
569911 , 238 , 0.00 , 0.00
569939 , 238 , 0.00 , 0.00
569969 , 238 , 0.00 , 0.00
569998 , 238 , 0.00 , 0.00
570028 , 238 , 0.00 , 0.00
570056 , 238 , 0.00 , 0.00
570086 , 238 , 0.00 , 0.00
570115 , 238 , 0.00 , 0.00
570143 , 238 , 0.00 , 0.00
570173 , 238 , 0.00 , 0.00
570202 , 238 , 0.00 , 0.00
570231 , 238 , 0.00 , 0.00
570260 , 238 , 0.00 , 0.00
570290 , 238 , 0.00 , 0.00
570318 , 238 , 0.00 , 0.00
570347 , 238 , 0.00 , 0.00
570377 , 238 , 0.00 , 0.00
570405 , 238 , 0.00 , 0.00
570435 , 238 , 0.00 , 0.00
570464 , 238 , 0.00 , 0.00
570493 , 238 , 0.00 , 0.00
570522 , 238 , 0.00 , 0.00
570552 , 238 , 0.00 , 0.00
570580 , 238 , 0.00 , 0.00
570609 , 238 , 0.00 , 0.00
570639 , 238 , 0.00 , 0.00
570668 , 238 , 0.00 , 0.00
570697 , 238 , 0.00 , 0.00
570726 , 238 , 0.00 , 0.00
570756 , 238 , 0.00 , 0.00
570784 , 238 , 0.00 , 0.00
570813 , 238 , 0.00 , 0.00
570843 , 238 , 0.00 , 0.00
570871 , 238 , 0.00 , 0.00
570901 , 238 , 0.00 , 0.00
570930 , 238 , 0.00 , 0.00
