 pres temp vfr mfr    comp
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.20 +025.03 +0.0167 +0.0354    Air
 +031.20 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.20 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.20 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.20 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0166 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0166 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0166 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.20 +025.04 +0.0167 +0.0355    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.20 +025.04 +0.0167 +0.0355    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0355    Air
 +031.19 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.19 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.20 +025.04 +0.0166 +0.0353    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0166 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
 +031.20 +025.04 +0.0167 +0.0354    Air
