time_ms,temp_0,temp_1,temp_0-1,diff_p,abs_p,sfm3300
870.69,828,779,49,42,252,0.0333
883.94,829,784,45,42,254,0.0
896.4,827,779,48,41,252,0.0
908.99,825,777,48,42,252,-0.0333
922.13,830,782,48,41,253,0.0
934.73,826,778,48,42,252,0.0
948.15,830,782,48,42,254,0.0
960.6,828,779,49,42,252,0.0
973.38,829,782,47,43,253,0.0
985.81,829,782,47,43,252,0.0
997.99,826,778,48,41,252,0.0
1010.65,832,783,49,42,253,0.0
1022.95,826,779,47,42,252,0.0333
1035.39,829,782,47,43,253,0.0
1047.72,825,782,43,42,255,0.0
1059.89,825,779,46,41,252,0.0
1072.67,828,781,47,41,253,-0.0333
1085.2,827,779,48,41,253,0.0
1097.82,830,782,48,42,253,0.0
1110.25,831,782,49,42,253,0.0
1122.64,826,779,47,42,252,0.0333
1135.55,830,782,48,42,253,0.0
1148.1,828,777,51,42,252,0.0
1160.75,831,782,49,42,254,0.0
1173.21,832,780,52,42,252,0.0333
1185.56,826,779,47,42,251,0.0
1198.67,825,778,47,42,252,0.0
1211.34,826,778,48,42,252,0.0
1224.31,831,782,49,42,253,0.0
1236.75,828,779,49,41,252,0.0
1249.25,826,779,47,42,251,-0.0333
1262.65,825,782,43,42,252,0.0
1275.1,829,779,50,43,252,0.0
1288.53,830,783,47,42,253,-0.0333
1301.0,827,779,48,42,252,0.0
1313.56,827,778,49,41,252,0.0
1326.74,829,782,47,41,253,0.0
1339.14,827,779,48,41,252,0.0
1352.45,827,783,44,42,253,0.0
1364.91,827,779,48,41,252,0.0
1377.55,831,782,49,42,253,0.0
1390.05,830,781,49,41,253,0.0
1402.36,826,779,47,43,252,0.0
1415.22,831,783,48,42,253,-0.0333
1427.67,827,780,47,42,252,0.0
1440.32,830,783,47,42,253,0.0
1452.81,830,781,49,42,253,0.0
1465.16,826,779,47,42,252,0.0333
1478.12,831,782,49,41,253,0.0
1490.58,827,779,48,42,252,0.0
1503.18,831,783,48,43,253,0.0
1515.71,831,783,48,42,253,0.0
1528.35,826,779,47,41,252,0.0333
1541.24,829,782,47,43,253,0.0
1553.7,828,777,51,42,252,0.0
1566.43,831,782,49,42,254,-0.0333
1578.84,827,779,48,43,252,-0.0333
1591.24,827,779,48,42,252,0.0
1604.07,827,788,39,42,253,0.0
1616.53,828,779,49,41,252,0.0333
1629.14,831,782,49,42,254,-0.1
1641.55,824,779,45,42,252,-0.0333
1653.87,827,778,49,42,253,0.0
1666.61,832,782,50,42,253,0.0
1679.05,828,780,48,43,252,-0.0333
1691.67,829,782,47,43,253,-0.0333
1704.12,826,779,47,42,252,-0.0333
1716.51,827,779,48,40,251,0.0333
1729.21,830,782,48,42,254,0.0333
1741.67,827,779,48,41,252,0.0
1754.31,831,783,48,42,254,0.0
1766.75,832,780,52,42,250,0.0
1779.12,827,779,48,41,252,0.0
1791.85,831,781,50,41,253,0.0
1804.32,828,779,49,41,252,0.0
1817.01,831,782,49,42,253,0.0
1829.49,827,778,49,42,252,0.0
1841.86,827,779,48,41,252,0.0
1854.66,830,782,48,42,253,0.0
1867.11,830,780,50,43,252,0.0
1879.79,827,779,48,42,252,0.0
1892.44,827,783,44,42,253,0.0
1905.09,825,778,47,42,252,0.0333
1918.11,830,782,48,42,253,0.0333
1930.58,827,778,49,42,252,-0.0333
1943.54,827,782,45,43,253,-0.0333
1956.01,826,778,48,43,253,-0.0333
1968.51,826,778,48,42,252,0.0
1981.89,831,783,48,42,253,0.0
1994.33,828,779,49,42,252,0.0333
2007.62,832,782,50,42,253,0.0
2020.06,827,779,48,42,252,0.0
2032.65,826,777,49,43,252,-0.0333
2045.87,830,782,48,42,253,-0.0333
2058.24,826,778,48,42,252,0.0
2071.75,830,782,48,42,253,0.0
2084.25,828,779,49,41,253,0.0
2096.85,830,782,48,42,253,0.0
2109.42,825,771,54,42,251,0.0
2121.85,828,779,49,43,252,0.0
2135.12,830,782,48,42,253,0.0
2147.55,827,779,48,42,252,0.0
2160.26,831,782,49,42,253,0.0
2172.71,828,779,49,41,252,0.0
2185.12,827,779,48,42,253,0.0
2197.95,830,784,46,42,253,0.0
2210.38,827,780,47,42,252,0.0
2223.04,829,782,47,42,253,0.0
2235.48,826,778,48,41,252,0.0
2247.89,827,779,48,42,252,0.0
2260.53,830,782,48,42,253,0.0
2273.03,828,779,49,42,252,0.0
2285.77,831,782,49,41,253,0.0
2298.22,827,779,48,43,252,0.0
2310.58,826,779,47,42,253,0.0
2323.4,831,782,49,42,253,0.0
2335.87,828,777,51,42,252,0.0
2348.64,830,783,47,43,254,0.0
2361.04,826,775,51,43,253,0.0
2373.42,827,779,48,41,252,0.0
2386.37,829,781,48,42,253,0.0333
2398.83,828,779,49,41,252,0.0
2411.74,831,782,49,42,254,0.0
2424.16,828,779,49,42,252,0.0
2436.63,827,778,49,42,252,0.0
2450.03,831,783,48,41,253,0.0
2462.44,826,778,48,42,252,0.0
2475.71,831,782,49,42,253,0.0
2488.23,827,779,48,42,252,0.0
2500.76,827,777,50,42,251,0.0
2514.06,830,783,47,42,253,0.0
2526.42,827,779,48,42,252,0.0
2539.77,830,783,47,42,254,0.0
2552.22,828,779,49,43,252,0.0
2564.85,827,779,48,42,253,0.0
2577.68,831,776,55,42,253,0.0
2590.4,827,779,48,41,252,-0.0333
2603.25,831,783,48,42,253,0.0
2615.71,827,780,47,42,253,0.0
2628.38,830,782,48,41,254,0.0
2640.82,827,779,48,42,253,0.0
2653.15,825,778,47,42,252,-0.0333
2666.09,826,783,43,42,253,0.0
2678.58,827,779,48,43,252,0.0
2691.51,832,782,50,41,253,0.0
2703.95,822,779,43,42,252,0.0
2716.43,824,776,48,41,251,0.0
2729.7,830,782,48,42,254,0.0
2742.17,826,778,48,41,252,-0.0333
2755.56,831,782,49,42,253,0.0
2768.08,827,780,47,42,252,-0.0333
2780.69,825,777,48,43,252,0.0
2793.97,836,782,54,43,254,0.0
2806.38,828,779,49,42,252,0.0
2819.76,830,782,48,42,253,0.0
2832.23,828,779,49,42,252,0.0
2844.77,831,782,49,41,254,0.0
2857.3,829,781,48,42,253,0.0
2869.53,827,779,48,42,252,0.0
2882.68,824,782,42,42,252,0.0
2895.1,828,779,49,42,252,-0.0333
2907.78,832,782,50,42,254,0.0
2920.21,826,779,47,42,252,0.0
2932.67,825,778,47,42,252,0.0
2945.4,830,782,48,41,254,0.0
2957.89,826,779,47,41,253,0.0
2970.51,831,782,49,41,253,0.0
2982.94,828,779,49,42,252,0.0
2995.28,827,779,48,42,252,0.0
3008.05,831,782,49,42,252,0.0
3020.51,827,779,48,42,253,0.0
3033.2,829,782,47,42,253,0.0
3045.61,832,779,53,42,250,0.0
3058.05,826,779,47,41,252,0.0
3070.77,830,781,49,41,253,0.0
3083.24,827,779,48,41,253,0.0
3095.86,831,782,49,42,253,0.0
3108.32,828,779,49,42,252,0.0
3120.75,828,779,49,42,252,0.0
3133.51,830,782,48,42,253,-0.0333
3145.93,828,779,49,41,252,0.0
3158.67,832,783,49,42,253,0.0
3171.17,831,779,52,43,252,0.0
3183.65,828,779,49,42,253,0.0
3196.8,830,782,48,42,253,0.0
3209.33,827,779,48,42,252,0.0
3223.21,831,782,49,43,253,0.0
3235.73,827,779,48,41,252,0.0
3249.61,824,776,48,43,251,0.0
3263.51,829,782,47,42,253,0.0
3276.86,827,780,47,42,253,0.0
3289.77,831,782,49,43,253,0.0
3302.62,831,782,49,43,253,0.0
3315.42,820,772,48,41,250,0.0333
3328.45,825,777,48,43,251,0.2333
3342.17,826,779,47,41,253,0.8333
3354.72,828,780,48,43,252,1.8667
3367.16,828,780,48,42,252,3.2667
3379.69,827,780,47,43,253,5.0667
3392.15,824,776,48,46,251,7.8
3404.88,825,776,49,52,251,12.3
3417.51,819,776,43,61,251,17.7
3430.19,819,775,44,69,251,22.0667
3442.97,820,780,40,87,253,26.3333
3454.88,820,776,44,111,252,32.4
3466.85,825,781,44,142,253,37.6
3478.72,824,780,44,172,254,43.7
3490.51,822,777,45,216,251,48.6333
3503.61,823,779,44,256,253,55.1
3515.54,820,777,43,290,251,59.2667
3527.69,825,780,45,336,253,63.7333
3539.94,824,781,43,395,254,69.5667
3551.64,820,774,46,410,252,76.0
3564.59,824,780,44,459,253,79.6
3576.47,824,779,45,459,252,83.4333
3588.33,820,775,45,494,251,82.0333
3600.89,825,780,45,522,253,83.3333
3612.65,820,775,45,525,252,89.3333
3625.16,824,780,44,545,253,88.7667
3637.07,824,780,44,536,253,87.9333
3648.84,817,775,42,561,251,89.5333
3661.57,824,780,44,570,253,86.7667
3673.49,821,776,45,559,252,88.1333
3685.52,825,780,45,567,254,90.2667
3697.42,824,779,45,571,253,91.3
3709.27,819,775,44,564,252,89.4667
3721.58,824,780,44,573,253,91.1667
3733.48,820,776,44,570,252,88.5333
3745.48,824,780,44,583,254,89.6667
3757.36,828,778,50,561,253,89.8333
3769.64,819,777,42,547,251,88.4
3783.05,822,773,49,563,255,90.1
3794.9,821,777,44,555,252,87.9
3806.9,824,780,44,555,253,88.1333
3819.23,826,781,45,535,253,88.2333
3830.99,819,775,44,561,251,88.8333
3843.74,824,780,44,533,253,92.9667
3855.63,826,781,45,531,252,91.2667
3867.43,819,775,44,528,251,86.5333
3880.2,823,780,43,538,253,88.7333
3891.98,813,774,39,511,251,85.4667
3904.41,824,780,44,521,253,86.9333
3916.35,815,770,45,494,250,85.9
3928.52,818,775,43,492,251,82.9
3941.78,823,780,43,443,253,80.6
3953.75,821,776,45,435,252,80.7667
3966.38,825,777,48,425,253,74.6667
3978.27,825,781,44,340,254,69.7667
3990.02,819,776,43,308,252,63.7
4002.25,824,780,44,238,254,57.1
4014.13,819,774,45,184,251,49.1
4026.01,825,780,45,139,253,42.6
4037.94,823,781,42,107,253,34.6333
4049.7,822,778,44,77,251,27.1
4062.74,824,780,44,59,253,19.7667
4074.57,819,776,43,50,252,13.8
4086.47,824,780,44,44,253,8.7
4098.58,824,780,44,42,253,3.9333
4110.3,827,777,50,42,252,0.8667
4123.06,830,783,47,42,254,-0.6333
4135.5,828,779,49,42,252,-0.4667
4147.98,827,779,48,41,252,0.1667
4160.62,824,782,42,42,251,0.6
4173.14,827,779,48,42,251,0.5667
4185.79,831,782,49,42,252,0.3
4198.3,828,779,49,41,252,-0.0333
4210.72,827,779,48,41,252,-0.1
4223.47,830,782,48,42,253,-0.0333
4235.96,828,776,52,43,252,0.0667
4248.68,831,783,48,42,254,0.1333
4261.09,828,780,48,42,252,0.1
4273.51,827,777,50,42,252,0.0333
4286.28,831,782,49,41,255,0.0
4298.78,828,778,50,41,252,0.0
4311.58,831,782,49,42,253,0.0333
4324.01,823,783,40,42,252,0.0333
4336.49,826,778,48,43,252,0.0667
4349.88,830,781,49,42,254,0.0333
4362.3,827,779,48,42,252,0.0333
4375.55,830,783,47,42,253,0.0333
4388.1,827,779,48,42,252,0.0333
4400.61,825,777,48,42,252,0.0333
4414.1,838,783,55,42,253,0.0333
4426.54,828,777,51,41,252,0.0333
4440.01,831,782,49,42,253,0.0333
4452.48,827,779,48,41,252,0.0333
4465.16,831,782,49,42,254,0.0333
4477.61,829,782,47,42,254,0.0333
4489.98,827,779,48,41,252,0.0333
4503.12,831,782,49,41,254,0.0333
4515.58,825,776,49,42,251,0.0333
4528.23,824,778,46,43,251,0.0
4541.62,826,779,47,42,253,0.0
4554.29,827,778,49,41,251,0.0333
4567.89,831,782,49,42,253,0.0333
4580.47,828,778,50,41,252,0.0333
4594.09,831,782,49,42,253,0.0333
4606.66,828,779,49,42,252,0.0333
4619.44,827,779,48,42,252,0.0333
4632.69,830,782,48,41,254,0.0333
4645.33,828,779,49,42,252,0.0
4658.31,828,782,46,42,253,0.0333
4670.86,828,779,49,41,253,0.0333
4683.68,831,784,47,42,254,0.0333
4696.17,827,779,48,42,253,0.0333
4708.65,828,779,49,42,253,0.0333
4721.55,830,782,48,41,254,0.0333
4734.11,826,779,47,42,252,0.0333
4747.49,830,782,48,42,253,0.0
4760.05,827,779,48,42,252,0.0333
4772.64,828,779,49,42,251,0.0
4786.31,830,782,48,43,254,0.0
4798.95,825,778,47,42,252,0.0333
4812.4,830,782,48,42,253,0.0333
4824.94,827,780,47,42,253,0.0
4837.67,831,782,49,42,253,0.0
4850.18,829,781,48,41,254,0.0333
4862.49,828,779,49,41,252,0.0
4876.15,830,778,52,43,252,0.0
4888.74,828,778,50,42,252,0.0
4901.4,831,782,49,42,253,0.0
4913.94,829,779,50,42,252,0.0333
4926.63,829,779,50,42,252,0.0333
4939.82,831,782,49,41,253,0.0
4952.51,829,780,49,42,253,0.0
4965.5,831,783,48,43,253,0.0
4978.21,828,780,48,42,253,0.0
4991.02,827,780,47,42,252,0.0333
5003.97,831,783,48,41,254,0.0
5016.81,826,778,48,41,252,0.0
5030.16,830,782,48,42,253,0.0
5042.62,826,771,55,42,253,0.0333
5055.25,825,777,48,41,252,0.0333
5068.33,829,782,47,42,254,0.0
5080.72,828,779,49,42,253,0.0
5094.17,830,782,48,41,253,0.0
5106.65,827,779,48,41,252,0.0
5119.29,830,782,48,42,254,0.0
5131.93,830,781,49,41,253,0.0333
5144.25,827,778,49,42,253,0.0
5157.39,831,782,49,43,253,0.0
5169.88,829,777,52,42,253,0.0333
5182.65,830,783,47,42,253,0.0
5195.13,827,779,48,42,252,0.0
5207.66,824,778,46,42,252,0.0
5220.66,831,782,49,42,254,0.0
5233.18,826,777,49,42,253,0.0
5246.31,828,782,46,43,253,0.0
5258.87,830,780,50,42,251,0.0
5271.41,826,778,48,43,251,0.0333
5284.83,828,782,46,42,253,0.0
5297.36,825,776,49,43,252,0.0
5311.04,830,782,48,42,254,0.0
5323.61,828,778,50,41,252,0.0
5336.28,826,778,48,42,251,0.0
5349.49,831,783,48,43,253,0.0
5361.89,827,778,49,42,252,0.0
5375.37,830,782,48,42,254,0.0
5387.98,827,779,48,42,252,0.0
5400.63,830,782,48,41,253,0.0
5413.17,829,782,47,41,253,0.0
5425.63,824,778,46,42,252,0.0
5438.8,826,781,45,42,251,0.0
5451.33,825,780,45,41,252,0.0
5464.15,830,782,48,42,254,0.0
5476.65,828,779,49,42,252,0.0
5489.1,826,777,49,41,253,0.0
5505.01,830,782,48,42,253,0.0
5517.77,827,779,48,43,253,0.0
5531.42,829,782,47,41,253,0.0
5543.7,826,778,48,42,252,0.0
5556.15,828,782,46,41,253,0.0
5568.45,830,781,49,41,254,0.0
5580.61,825,778,47,42,252,0.0
5593.16,828,782,46,41,253,0.0
5605.47,825,778,47,41,253,0.0
5617.96,829,788,41,41,252,0.0
5630.24,831,782,49,43,254,0.0
5642.65,826,779,47,42,252,0.0
5655.55,832,777,55,41,253,0.0
5668.06,826,780,46,42,252,0.0
5680.82,830,782,48,42,253,0.0
5693.32,825,777,48,42,252,0.0
5706.14,827,779,48,42,252,0.0
5719.38,830,782,48,43,253,0.0
5731.93,829,779,50,41,252,0.0
5744.92,824,784,40,42,253,0.0
5757.45,827,779,48,43,252,0.0
5770.02,826,778,48,42,252,0.0
5783.48,831,782,49,42,254,-0.0333
5795.98,827,779,48,42,253,0.0
5809.35,831,782,49,42,253,0.0
5826.56,826,778,48,41,253,0.0
5839.9,830,782,48,42,253,0.0
5852.46,836,781,55,42,253,0.0
5865.12,828,777,51,42,252,0.0
5878.59,830,783,47,42,253,0.0
5891.29,826,778,48,42,252,0.0
5904.86,830,782,48,43,253,0.0
5917.44,830,782,48,42,254,0.0
5930.21,827,780,47,42,253,0.0
5943.27,830,776,54,42,253,0.0
5955.86,827,779,48,41,252,0.0
5968.91,831,782,49,42,254,0.0
5981.49,830,781,49,42,253,0.0
5994.16,827,779,48,42,252,0.0
6007.37,831,782,49,42,253,0.0
6020.2,827,779,48,42,252,0.0
6033.05,831,783,48,42,253,0.0
6045.62,827,779,48,42,252,0.0
6059.1,830,782,48,42,253,0.0
6071.69,830,782,48,42,253,0.0
6084.35,827,780,47,42,252,0.0
6098.14,830,781,49,42,253,0.0
6110.78,827,778,49,42,253,0.0
6123.89,824,782,42,41,254,0.0
6136.5,829,782,47,42,253,0.0
6149.3,831,782,49,41,253,0.0
6162.07,830,782,48,41,253,0.0
6174.65,827,779,48,42,252,0.0
6187.64,831,783,48,42,253,0.0
6200.23,829,779,50,42,252,0.0
6213.57,830,782,48,42,254,0.0
6226.14,824,779,45,42,253,0.0
6238.9,826,779,47,41,252,0.0
6252.7,830,782,48,42,254,0.0
6265.4,829,779,50,41,253,0.0
6278.45,830,782,48,42,253,0.0
6291.03,829,782,47,42,254,0.0
6303.8,830,781,49,42,254,0.0
6316.49,827,778,49,41,252,0.0
6329.01,826,778,48,42,252,0.0
6341.99,831,782,49,40,253,0.0
6354.59,827,779,48,42,252,0.0
6367.56,830,782,48,41,253,0.0
6380.16,830,782,48,41,254,0.0
6392.72,825,775,50,41,252,0.0
6405.62,831,782,49,42,254,0.0
6418.25,828,779,49,43,252,0.0
6431.74,829,782,47,42,253,0.0
6444.26,830,782,48,41,253,0.0
6456.91,826,779,47,41,252,0.0
6470.79,830,783,47,42,253,0.0
6483.48,826,778,48,42,252,0.0
6496.48,830,782,48,41,253,0.0
6509.4,828,781,47,42,253,0.0
6522.13,831,783,48,42,253,0.0333
6535.12,827,779,48,41,253,0.0
6548.03,826,780,46,42,252,0.0
6560.62,827,779,48,43,252,0.0
6573.18,825,780,45,44,253,0.0
6585.88,827,780,47,42,253,0.0
6598.47,825,776,49,43,252,0.0
6611.09,826,779,47,42,252,0.0
6625.09,828,779,49,42,252,-0.0333
6639.12,821,777,44,42,251,0.0
6652.11,820,776,44,41,252,0.0
6665.08,821,777,44,43,252,0.0
6677.12,816,776,40,41,250,0.0
6693.7,819,775,44,42,251,0.0
6705.95,824,780,44,42,253,0.0
6717.89,817,780,37,41,253,0.0
6729.74,820,777,43,42,252,0.0333
6742.79,824,780,44,42,252,0.0
6754.68,821,776,45,41,251,0.0
6766.68,825,780,45,42,253,0.0
6778.83,824,780,44,41,253,0.0
6790.6,820,775,45,42,251,0.0
6803.55,823,780,43,41,253,0.0
6815.45,823,776,47,41,252,0.0
6827.32,819,777,42,41,253,0.0
6840.07,823,781,42,41,253,0.0
6851.8,819,774,45,41,252,0.0
6864.43,824,780,44,42,253,0.0
6876.33,824,780,44,43,253,0.0
6888.36,819,775,44,42,250,0.0
6901.15,824,780,44,41,252,0.0
6912.98,819,775,44,41,251,0.0
6925.59,824,780,44,42,252,0.0
6937.81,824,780,44,42,253,0.0
6949.61,819,772,47,42,250,0.0
6962.42,823,780,43,42,253,0.0
6974.26,820,775,45,41,251,0.0
6986.88,826,787,39,41,253,0.0
6998.79,824,780,44,41,252,0.0
7010.57,819,775,44,42,251,0.0
7023.42,825,787,38,42,253,0.0
7035.34,818,776,42,42,251,0.0
7047.42,825,780,45,43,252,0.0
7059.31,822,779,43,42,250,0.0
7071.03,820,776,44,41,252,0.0
7083.29,824,780,44,41,253,0.0
7095.17,819,782,37,42,250,0.0
7107.17,826,780,46,42,253,0.0
7119.12,824,780,44,41,253,0.0
7130.97,821,771,50,42,250,0.0
7143.96,823,780,43,42,252,0.0
7155.87,820,776,44,41,252,0.0333
7167.91,831,780,51,42,253,0.0
7180.04,824,780,44,41,253,0.0
7191.79,818,775,43,42,252,0.0
7205.42,825,780,45,40,253,0.0
7217.29,819,776,43,41,251,0.0
7229.21,824,779,45,42,253,0.0
7241.34,823,781,42,42,253,0.0
7253.0,820,776,44,43,252,0.0
7265.56,824,780,44,41,253,0.0
7277.39,824,780,44,43,253,0.0
7289.14,821,776,45,41,251,0.0
7301.85,824,780,44,42,253,0.0
7313.62,819,775,44,42,251,0.0
7325.8,824,780,44,41,253,0.0
7337.79,825,780,45,42,253,0.0
7349.58,826,778,48,42,253,0.0
7362.44,827,779,48,42,252,0.0
7375.18,826,779,47,42,252,0.0
7387.88,831,782,49,42,254,0.0
7400.42,832,782,50,42,255,0.0
7412.81,827,779,48,42,252,0.0
7425.87,831,782,49,41,253,0.0
7438.45,827,779,48,41,252,0.0
7451.31,829,782,47,41,253,0.0
7463.81,827,779,48,42,252,0.0
7476.23,825,777,48,41,251,0.0
7489.26,830,782,48,41,252,0.0
7501.78,826,778,48,42,252,0.0
7514.94,830,783,47,41,253,0.0
7527.39,828,774,54,41,252,0.0
7539.92,826,778,48,42,252,0.0
7553.35,831,782,49,42,254,0.0
7565.86,827,778,49,42,252,0.0
7579.21,831,782,49,42,254,0.0
7591.72,827,779,48,41,252,0.0
7604.36,827,777,50,43,252,0.0
7617.4,824,782,42,42,252,0.0
7629.81,826,779,47,42,252,0.0
7643.17,830,782,48,42,252,0.0
7655.71,828,779,49,42,252,0.0
7668.39,830,782,48,41,253,0.0
7680.88,830,782,48,41,254,0.0
7693.27,826,778,48,41,252,0.0
7706.26,830,782,48,42,254,0.0
7718.84,827,779,48,42,252,0.0
7731.69,830,782,48,42,254,0.0
7744.17,828,779,49,42,252,0.0
7756.6,827,778,49,41,252,0.0
7769.64,830,782,48,42,253,0.0
7782.15,827,779,48,42,252,0.0
7795.26,831,782,49,41,254,0.0
7808.56,828,779,49,42,253,0.0
7821.68,827,779,48,42,252,0.0
7835.1,831,782,49,42,253,0.0
7847.65,827,779,48,41,252,0.0
7861.07,829,782,47,42,253,0.0
7873.59,827,779,48,42,253,0.0
7886.2,830,784,46,41,254,0.0
7899.02,831,782,49,42,253,0.0
7911.44,827,779,48,42,252,0.0
7924.42,833,782,51,41,253,0.0
7936.94,827,779,48,42,252,0.0
7949.93,831,782,49,42,253,0.0
7962.39,827,779,48,43,252,0.0
7974.84,827,779,48,42,252,0.0
7987.67,830,782,48,43,253,0.0
8000.2,827,779,48,41,252,0.0
8013.37,830,782,48,42,253,0.0
8025.88,827,780,47,43,253,0.0
8038.52,827,779,48,41,252,0.0
8052.03,830,782,48,42,254,0.0
8064.72,826,779,47,42,252,-0.0333
8078.18,830,782,48,42,254,0.0
8090.71,827,780,47,41,252,0.0
8103.35,829,782,47,41,253,0.0
8115.86,830,781,49,41,253,0.0
8128.29,827,778,49,40,252,0.0
8141.26,831,781,50,42,253,0.0
8153.79,827,778,49,42,252,0.0
8166.71,830,783,47,42,253,0.0
8179.18,828,780,48,41,252,0.0
8191.62,826,778,48,42,252,0.0
8204.73,831,781,50,42,253,0.0
8217.25,827,778,49,42,252,0.0
8230.42,830,782,48,42,253,0.0
8242.9,827,777,50,42,252,0.0
8255.44,827,778,49,42,252,0.0
8268.87,831,782,49,42,253,0.0
8281.38,827,780,47,42,252,-0.0333
8294.73,830,782,48,42,253,0.0
8307.25,826,779,47,42,252,0.0
8319.9,827,778,49,42,253,0.0
8332.93,830,782,48,42,253,0.0
8345.3,827,779,48,41,252,0.0
8358.72,830,782,48,41,253,0.0
8371.26,828,780,48,42,252,-0.0333
8383.89,829,782,47,42,253,0.0
8396.38,830,782,48,42,253,0.0
8408.98,827,779,48,42,254,0.0
8421.86,830,782,48,42,253,0.0
8434.39,825,779,46,41,252,0.0
8447.22,830,783,47,42,253,0.0
8459.7,825,780,45,42,252,0.0
8472.12,826,778,48,42,252,0.0333
8485.07,831,782,49,42,253,0.0
8497.63,826,780,46,42,251,0.0
8510.78,830,782,48,42,253,0.0
8523.31,829,779,50,43,253,0.0
8535.87,827,779,48,42,252,0.0
8549.35,828,782,46,42,254,0.0
8561.75,827,779,48,43,253,0.0
8575.35,830,782,48,42,253,0.0
8587.92,826,780,46,42,252,0.0
8600.48,830,782,48,43,253,0.0
8613.26,831,782,49,42,253,0.0
8625.63,827,776,51,42,252,0.0
8639.07,830,782,48,42,253,0.0
8651.6,828,779,49,43,253,0.0
8664.28,831,781,50,41,253,0.0
8676.79,828,779,49,42,253,0.0
8689.18,827,778,49,42,252,0.0
8702.16,830,782,48,43,253,0.0
8714.68,827,775,52,43,253,0.0
8727.47,827,778,49,41,252,-0.0333
8740.11,826,779,47,41,252,0.0
8752.83,828,778,50,42,251,0.0
8765.99,832,782,50,43,253,0.0
8778.47,827,777,50,43,251,0.0
8791.69,830,782,48,42,254,0.0
8804.19,827,779,48,42,252,-0.0333
8816.81,827,780,47,42,252,0.0
8830.21,831,782,49,43,254,0.0
8842.71,828,779,49,42,252,0.0
8856.4,831,782,49,42,253,0.0
8868.96,828,780,48,42,252,0.0
8884.95,831,783,48,42,253,0.0
8897.69,827,778,49,41,253,0.0
8910.32,827,779,48,42,252,0.0
8923.83,831,782,49,41,254,0.0
8936.29,826,779,47,41,252,0.0
8949.89,830,779,51,42,253,0.0
8962.36,826,778,48,42,252,0.0
8974.94,830,782,48,42,253,0.0
8987.81,831,782,49,43,253,0.0
9000.25,827,779,48,42,252,0.0
9013.21,829,782,47,42,253,0.0
9025.75,827,779,48,41,252,0.0
9038.75,831,783,48,43,254,0.0
9051.26,827,779,48,42,252,0.0
9063.69,827,779,48,42,252,0.0
9076.5,830,782,48,41,253,0.0
9089.08,827,779,48,42,252,0.0
9102.31,830,782,48,42,253,0.0
9114.83,826,779,47,41,252,0.0
9127.36,821,779,42,42,253,0.0
9140.86,833,782,51,43,254,0.0
9153.34,827,778,49,42,252,-0.0333
9166.92,830,782,48,42,253,0.0
9179.44,827,779,48,42,253,0.0
